OOMP Parts -- CSV, 2016-06-14
OOMP ID,Name,Type,Size/Package,Color/Material,Description/Value,Index/Rating,SEEED OPL ID,Manufacturer 1,Man 1 P/N,Manufacturer 2,Man 2 P/N,Distributor 1,Dist 1 P/N,Distributor 2,Dist 2 P/N,Datasheet,
"RJ45-18-X-SOCK-LI","18 mm Socket RJ45 w/Lights","RJ45","18 mm","","Socket","w/Lights",320140004 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RJ45-18-X-SOCK-LI/RJ45-18-X-SOCK-LI-datasheet.pdf,
"RJ45-21-X-SOCK-01","21 mm Socket RJ45","RJ45","21 mm","","Socket","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/RJ45-21-X-SOCK-01/RJ45-21-X-SOCK-01-datasheet.pdf,
"SCRE-M3-M-12-70","M3 x 12 mm Screw Cross Head","Screw","M3","Metal","x 12 mm","Cross Head",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/SCRE-M3-M-12-70/SCRE-M3-M-12-70-datasheet.pdf,
"SCRE-M3-M-16-70","M3 x 16 mm Screw Cross Head","Screw","M3","Metal","x 16 mm","Cross Head",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/SCRE-M3-M-16-70/SCRE-M3-M-16-70-datasheet.pdf,
"SCRE-M3-M-20-01","M3 x 20 mm Metal Screw","Screw","M3","Metal","x 20 mm","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/SCRE-M3-M-20-01/SCRE-M3-M-20-01-datasheet.pdf,
"SCRE-M3-M-25-70","M3 x 25 mm Screw Cross Head","Screw","M3","Metal","x 25 mm","Cross Head",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/SCRE-M3-M-25-70/SCRE-M3-M-25-70-datasheet.pdf,
"SCRE-M3-M-30-01","M3 x 30 mm Metal Screw","Screw","M3","Metal","x 30 mm","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/SCRE-M3-M-30-01/SCRE-M3-M-30-01-datasheet.pdf,
"SCRE-M3-X-05-70","M3 x 5 mm Screw Cross Head","Screw","M3","","x 5 mm","Cross Head",326010014 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/SCRE-M3-X-05-70/SCRE-M3-X-05-70-datasheet.pdf,
"SCRE-M3-X-06-70","M3 x 6 mm Screw Cross Head","Screw","M3","","x 6 mm","Cross Head",326010010 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/SCRE-M3-X-06-70/SCRE-M3-X-06-70-datasheet.pdf,
"SDCS-MC-M-SMDS-01","Micro SMD SD Card Socket","SD Card Socket","Micro","Metal","SMD","",320090000 ,,,,,SEEED,320090000,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/SDCS-MC-M-SMDS-01/SDCS-MC-M-SMDS-01-datasheet.pdf,
"SDCS-MC-M-SMDS-02","Micro SMD Metal SD Card Socket","SD Card Socket","Micro","Metal","SMD","",320090002 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/SDCS-MC-M-SMDS-02/SDCS-MC-M-SMDS-02-datasheet.pdf,
"SDCS-MC-M-SMDS-03","Micro SMD Metal SD Card Socket","SD Card Socket","Micro","Metal","SMD","",320090008 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/SDCS-MC-M-SMDS-03/SDCS-MC-M-SMDS-03-datasheet.pdf,
"SENS-05-X-LIRE-01","5 mm Light (Resistive) Sensor","Sensor","5 mm","","Light (Resistive)","",314020017 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/SENS-05-X-LIRE-01/SENS-05-X-LIRE-01-datasheet.pdf,
"SENS-12-X-TEHU-01","12 mm Temperature and Humidity Sensor","Sensor","12 mm","","Temperature and Humidity","",314010000 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/SENS-12-X-TEHU-01/SENS-12-X-TEHU-01-datasheet.pdf,
"SENS-13-X-TEHU-01","13 mm Temperature and Humidity Sensor","Sensor","13 mm","","Temperature and Humidity","",314010001 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/SENS-13-X-TEHU-01/SENS-13-X-TEHU-01-datasheet.pdf,
"SENS-25X13-X-PIVB-01","25 x 13 mm Piezo Vibration Sensor","Sensor","25 x 13 mm","","Piezo Vibration","",314070001 ,,,,,Mouser,824-1002794,RS Electronics,893-7086,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/SENS-25X13-X-PIVB-01/SENS-25X13-X-PIVB-01-datasheet.pdf,
"SENS-3528-X-UVUV-01","SMD (3528) Ultraviolet Sensor","Sensor","SMD (3528)","","Ultraviolet","",314020026 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/SENS-3528-X-UVUV-01/SENS-3528-X-UVUV-01-datasheet.pdf,
"SENS-87DX45D-X-K1550-01","8.7 mm x 4.5 mm Photo Reflective (LTH1550) Sensor","Sensor","8.7 mm x 4.5 mm","","Photo Reflective (LTH1550)","",314020022 ,,,,,Mouser,859-LTH-1550-01,SEEED Studio,314020022,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/SENS-87DX45D-X-K1550-01/SENS-87DX45D-X-K1550-01-datasheet.pdf,
"SENS-92D-X-PIRS-01","9.2 mm PIRS Sensor","Sensor","9.2 mm","","PIRS","",314990002 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/SENS-92D-X-PIRS-01/SENS-92D-X-PIRS-01-datasheet.pdf,
"SENS-T92-X-K36-01","TO-92 Temperature (TMP36) Sensor","Sensor","TO-92","","Temperature (TMP36)","",314010011 ,,,,,Farnell,1438760,RS Electronics,427-351,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/SENS-T92-X-K36-01/SENS-T92-X-K36-01-datasheet.pdf,
"SWIS-09-X-DPDT-01","9 mm DPDT Switch (Slide)","Switch (Slide)","9 mm","","DPDT","",311010004 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/SWIS-09-X-DPDT-01/SWIS-09-X-DPDT-01-datasheet.pdf,
"SWIS-09-X-DPDT-68","9 mm DPDT Switch (Slide) Side Adjust","Switch (Slide)","9 mm","","DPDT","Side Adjust",311030004 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/SWIS-09-X-DPDT-68/SWIS-09-X-DPDT-68-datasheet.pdf,
"SWIS-09-X-SPDT-68"," 9 mm SPDT Switch (Slide) Side Adjust ","Switch (Slide)","9 mm","","SPDT","Side Adjust",311030008 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/SWIS-09-X-SPDT-68/SWIS-09-X-SPDT-68-datasheet.pdf,
"SWIS-7135-X-DPDT-01","SMD (7135) DPDT Switch (Slide)","Switch (Slide)","SMD (7135)","","DPDT","",311030005 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/SWIS-7135-X-DPDT-01/SWIS-7135-X-DPDT-01-datasheet.pdf,
"SWIS-7827-X-SPDT-01","SMD (7827) SPDT Switch (Slide)","Switch (Slide)","SMD (7827)","","SPDT","",311030001 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/SWIS-7827-X-SPDT-01/SWIS-7827-X-SPDT-01-datasheet.pdf,
"TERS-05-G-02PI-01","5 mm 2 Pin Green Screw Terminal","Screw Terminal","5 mm","Green","2 Pin","",320110031 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/TERS-05-G-02PI-01/TERS-05-G-02PI-01-datasheet.pdf,
"TERS-05-G-03PI-01","5 mm 3 Pin Green Screw Terminal","Screw Terminal","5 mm","Green","3 Pin","",320110029 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/TERS-05-G-03PI-01/TERS-05-G-03PI-01-datasheet.pdf,
"TERS-35D-G-02PI-01","3.5 mm 2 Pin Green Screw Terminal","Screw Terminal","3.5 mm","Green","2 Pin","",320110028 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/TERS-35D-G-02PI-01/TERS-35D-G-02PI-01-datasheet.pdf,
"THER-0603-X-O104-01","SMD (0603) 100k Ohm Thermistor","Thermistor","SMD (0603)","","100k Ohm","",314110001 ,,,,,SEEED Studio,314110001,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/THER-0603-X-O104-01/THER-0603-X-O104-01-datasheet.pdf,
"THER-65D-X-STAN-01","6.5 mm Thermistor","Thermistor","6.5 mm","","","",314110002 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/THER-65D-X-STAN-01/THER-65D-X-STAN-01-datasheet.pdf,
"TILS-11-X-STAN-01","11 mm Tilt Switch","Tilt Switch","11 mm","","","",311100000 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/TILS-11-X-STAN-01/TILS-11-X-STAN-01-datasheet.pdf,
"TRNN-SO23-X-A01D-01","SMD (SOT-23) 100 mA NPN Transistor","NPN Transistor","SMD (SOT-23)","","100 mA","",305010022 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/TRNN-SO23-X-A01D-01/TRNN-SO23-X-A01D-01-datasheet.pdf,
"TRNN-SO23-X-A02D-01","SMD (SOT-23) 200 mA NPN Transistor","NPN Transistor","SMD (SOT-23)","","200 mA","",305010013 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/TRNN-SO23-X-A02D-01/TRNN-SO23-X-A02D-01-datasheet.pdf,
"TRNN-SO23-X-A05D-01","SMD (SOT-23) 500 mA NPN Transistor","NPN Transistor","SMD (SOT-23)","","500 mA","",305010018 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/TRNN-SO23-X-A05D-01/TRNN-SO23-X-A05D-01-datasheet.pdf,
"TRNN-SO23-X-A05D-02","SMD (SOT-23) 500 mA NPN Transistor","NPN Transistor","SMD (SOT-23)","","500 mA","",305010017 ,Micro Commercial Co,MMSS8050-L-TP,,,Mouser,833-MMSS8050-L-TP,SEEED Studio,305010017,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/TRNN-SO23-X-A05D-02/TRNN-SO23-X-A05D-02-datasheet.pdf,
"TRNN-T92-X-K222-01","TO-92 2222A NPN Transistor","NPN Transistor","TO-92","","2222A","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/TRNN-T92-X-K222-01/TRNN-T92-X-K222-01-datasheet.pdf,
"TRNP-SO23-X-A02D-01","SMD (SOT-23) 200 mA PNP Transistor","PNP Transistor","SMD (SOT-23)","","200 mA","",305020002 ,,,,,Mouser,863-MMBT3906LT3G,Farnell,2372923,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/TRNP-SO23-X-A02D-01/TRNP-SO23-X-A02D-01-datasheet.pdf,
"TRNP-SO23-X-A05D-01","SMD (SOT-23) 500 mA PNP Transistor","PNP Transistor","SMD (SOT-23)","","500 mA","",305020006 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/TRNP-SO23-X-A05D-01/TRNP-SO23-X-A05D-01-datasheet.pdf,
"UFLS-02-M-SMDS-01","2 mm SMD Metal UFL Socket","UFL Socket","2 mm","Metal","SMD","",320110048 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/UFLS-02-M-SMDS-01/UFLS-02-M-SMDS-01-datasheet.pdf,
"USBS-MC-X-SMDS-01","Micro SMD USB Socket","USB Socket","Micro","","SMD","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/USBS-MC-X-SMDS-01/USBS-MC-X-SMDS-01-datasheet.pdf,
"USBS-MC-X-SMDS-02","Micro SMD USB Socket","USB Socket","Micro","","SMD","",320010000 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/USBS-MC-X-SMDS-02/USBS-MC-X-SMDS-02-datasheet.pdf,
"USBS-MC-X-SMDS-03","Micro SMD USB Socket","USB Socket","Micro","","SMD","",320010003 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/USBS-MC-X-SMDS-03/USBS-MC-X-SMDS-03-datasheet.pdf,
"USBS-MC-X-SMDS-04","Micro SMD USB Socket","USB Socket","Micro","","SMD","",320010005 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/USBS-MC-X-SMDS-04/USBS-MC-X-SMDS-04-datasheet.pdf,
"USBS-MN-M-SMDS-01","Mini SMD Metal USB Socket","USB Socket","Mini","Metal","SMD","",320010014 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/USBS-MN-M-SMDS-01/USBS-MN-M-SMDS-01-datasheet.pdf,
"USBS-MN-M-SMDS-02","Mini SMD USB Socket","USB Socket","Mini","Metal","SMD","",320010007 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/USBS-MN-M-SMDS-02/USBS-MN-M-SMDS-02-datasheet.pdf,
"USBS-TB-X-THTH-01","Type B Through Hole USB Socket","USB Socket","Type B","","Through Hole","",320010018 ,FCI,61729-1011BLF,TruConnect,24-0346,Farnell,1824489,Mouser,649-61729-1011BLF,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/USBS-TB-X-THTH-01/USBS-TB-X-THTH-01-datasheet.pdf,
"VARI-0603-X-V05-01","SMD (0603) 5v Varistor","Varistor","SMD (0603)","","5v","",314130003 ,,,,,Farnell,1838966,Mouser,652-CG0603MLC-05E,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/VARI-0603-X-V05-01/VARI-0603-X-V05-01-datasheet.pdf,
"VREG-DFN8-X-BUCA-A2","SMD (DFN-8) Adjustable Buck Voltage Regulator 2 A","Voltage Regulator","SMD (DFN-8)","","Adjustable Buck","2 A",310030161 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/VREG-DFN8-X-BUCA-A2/VREG-DFN8-X-BUCA-A2-datasheet.pdf,
"VREG-MS08-X-ADJU-A1","8 Pin SMD (MSOP) Adjustable Voltage Regulator 1 A","Voltage Regulator","8 Pin SMD (MSOP)","","Adjustable","1 A",310030092 ,,,,,Mouser,968-ISL97516IUZ-TK,SEEED Studio,310030092,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/VREG-MS08-X-ADJU-A1/VREG-MS08-X-ADJU-A1-datasheet.pdf,
"VREG-MS08-X-V05-A5D","8 Pin SMD (MSOP) 5v Voltage Regulator 500 mA","Voltage Regulator","8 Pin SMD (MSOP)","","5v","500 mA",310030211 ,,,,,Mouser,595-TPS2051BDGN,Farnell,2112636,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/VREG-MS08-X-V05-A5D/VREG-MS08-X-V05-A5D-datasheet.pdf,
"VREG-SO223-X-ADJU-A1","SMD (SOT-223) Adjustable Voltage Regulator 1 A","Voltage Regulator","SMD (SOT-223)","","Adjustable","1 A",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/VREG-SO223-X-ADJU-A1/VREG-SO223-X-ADJU-A1-datasheet.pdf,
"VREG-SO223-X-V05-A1","SMD (SOT-223) 5v Voltage Regulator 1 A","Voltage Regulator","SMD (SOT-223)","","5v","1 A",310030096 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/VREG-SO223-X-V05-A1/VREG-SO223-X-V05-A1-datasheet.pdf,
"VREG-SO223-X-V33D-A1","SMD (SOT-223) 3.3v Voltage Regulator 1 A","Voltage Regulator","SMD (SOT-223)","","3.3v","1 A",310030097 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/VREG-SO223-X-V33D-A1/VREG-SO223-X-V33D-A1-datasheet.pdf,
"VREG-SO23-X-ADJU-AE","SMD (SOT-23) Adjustable Voltage Regulator 200 mA","Voltage Regulator","SMD (SOT-23)","","Adjustable","200 mA",310030079 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/VREG-SO23-X-ADJU-AE/VREG-SO23-X-ADJU-AE-datasheet.pdf,
"VREG-SO23-X-BUCA-A2","SMD (SOT-23) Adjustable Buck Voltage Regulator 2 A","Voltage Regulator","SMD (SOT-23)","","Adjustable Buck","2 A",310030016 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/VREG-SO23-X-BUCA-A2/VREG-SO23-X-BUCA-A2-datasheet.pdf,
"VREG-SO23-X-V25D-AE","SMD (SOT-23) 2.5v Voltage Regulator 200 mA","Voltage Regulator","SMD (SOT-23)","","2.5v","200 mA",310030014 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/VREG-SO23-X-V25D-AE/VREG-SO23-X-V25D-AE-datasheet.pdf,
"VREG-SO23-X-V3-AD","SMD (SOT-23) 3v Voltage Regulator 250 mA","Voltage Regulator","SMD (SOT-23)","","3v","250 mA",310030009 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/VREG-SO23-X-V3-AD/VREG-SO23-X-V3-AD-datasheet.pdf,
"VREG-SO23-X-V33D-A5D","SMD (SOT-23) 3.3v Voltage Regulator 500 mA","Voltage Regulator","SMD (SOT-23)","","3.3v","500 mA",310030099 ,,,,,SEEED,310030099,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/VREG-SO23-X-V33D-A5D/VREG-SO23-X-V33D-A5D-datasheet.pdf,
"VREG-SO23-X-V33D-AD","SMD (SOT-23) 3.3v Voltage Regulator 250 mA","Voltage Regulator","SMD (SOT-23)","","3.3v","250 mA",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/VREG-SO23-X-V33D-AD/VREG-SO23-X-V33D-AD-datasheet.pdf,
"VREG-SO235-U-V33D-AC"," SMD (SOT-23-5) 3.3v Voltage Regulator 150 mA ","Voltage Regulator","SMD (SOT-23-5)","","3.3v","150 mA",310030033 ,,,,,Mouser,595-LP2985-33DBVR,Farnell,2395925,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/VREG-SO235-U-V33D-AC/VREG-SO235-U-V33D-AC-datasheet.pdf,
"VREG-SO235-X-ADJU-AB","SMD (SOT-23-5) Adjustable Voltage Regulator 1.2 A","Voltage Regulator","SMD (SOT-23-5)","","Adjustable","1.2 A",310030148 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/VREG-SO235-X-ADJU-AB/VREG-SO235-X-ADJU-AB-datasheet.pdf,
"VREG-SO235-X-BOS5-A5D","SMD (SOT-23-5) 5v Boost Voltage Regulator 500 mA","Voltage Regulator","SMD (SOT-23-5)","","5v Boost","500 mA",310030153 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/VREG-SO235-X-BOS5-A5D/VREG-SO235-X-BOS5-A5D-datasheet.pdf,
"VREG-SO235-X-V33D-A5D","SMD (SOT-23-5) 3.3v Voltage Regulator 500 mA","Voltage Regulator","SMD (SOT-23-5)","","3.3v","500 mA",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/VREG-SO235-X-V33D-A5D/VREG-SO235-X-V33D-A5D-datasheet.pdf,
"VREG-SO235-X-V33D-AC","SMD (SOT-23-5) 3.3v Voltage Regulator 150 mA","Voltage Regulator","SMD (SOT-23-5)","","3.3v","150 mA",310030046 ,Torex,XC6204B332MR,,,Farnell,2126531,Mouser,595-LP2985-33DBVR,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/VREG-SO235-X-V33D-AC/VREG-SO235-X-V33D-AC-datasheet.pdf,
"VREG-SO236-X-ADJU-AE","SMD (SOT-23-6) Adjustable Voltage Regulator 200 mA","Voltage Regulator","SMD (SOT-23-6)","","Adjustable","200 mA",310030104 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/VREG-SO236-X-ADJU-AE/VREG-SO236-X-ADJU-AE-datasheet.pdf,
"VREG-SO238-X-ADJU-A2","SMD (SOT-23-8) Adjustable Voltage Regulator 2 A","Voltage Regulator","SMD (SOT-23-8)","","Adjustable","2 A",310030121 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/VREG-SO238-X-ADJU-A2/VREG-SO238-X-ADJU-A2-datasheet.pdf,
"VREG-SO89-X-V33D-A1","SMD (SOT-89) 3.3v Voltage Regulator 1 A","Voltage Regulator","SMD (SOT-89)","","3.3v","1 A",310030095 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/VREG-SO89-X-V33D-A1/VREG-SO89-X-V33D-A1-datasheet.pdf,
"VREG-SP08-X-V36D-A2","8 Pin SMD (SOP) 3.6v Voltage Regulator 2 A","Voltage Regulator","8 Pin SMD (SOP)","","3.6v","2 A",310030105 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/VREG-SP08-X-V36D-A2/VREG-SP08-X-V36D-A2-datasheet.pdf,
"VREG-T220-X-V05-A1","TO-220 5v Voltage Regulator 1 A","Voltage Regulator","TO-220","","5v","1 A",310030010 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/VREG-T220-X-V05-A1/VREG-T220-X-V05-A1-datasheet.pdf,
"VREG-T252-X-V05-A5D","TO-252 5v Voltage Regulator 500 mA","Voltage Regulator","TO-252","","5v","500 mA",310030100 ,,,,,SEEED,310030100,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/VREG-T252-X-V05-A5D/VREG-T252-X-V05-A5D-datasheet.pdf,
"VREG-T92-X-ADJU-AH","TO-92 Adjustable Voltage Regulator 100 mA","Voltage Regulator","TO-92","","Adjustable","100 mA",310030028 ,,,,,Mouser,926-LP2950ACZ33NOPB,Farnell,1652319,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/VREG-T92-X-ADJU-AH/VREG-T92-X-ADJU-AH-datasheet.pdf,
"WIRS-G28-B-STAN-01","28 AWG Black Stranded Wire","Stranded Wire","28 AWG","Black","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/WIRS-G28-B-STAN-01/WIRS-G28-B-STAN-01-datasheet.pdf,
"WIRS-G28-E-STAN-01","28 AWG Grey Stranded Wire","Stranded Wire","28 AWG","Grey","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/WIRS-G28-E-STAN-01/WIRS-G28-E-STAN-01-datasheet.pdf,
"WIRS-G28-G-STAN-01","28 AWG Green Stranded Wire","Stranded Wire","28 AWG","Green","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/WIRS-G28-G-STAN-01/WIRS-G28-G-STAN-01-datasheet.pdf,
"WIRS-G28-L-STAN-01","28 AWG Blue Stranded Wire","Stranded Wire","28 AWG","Blue","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/WIRS-G28-L-STAN-01/WIRS-G28-L-STAN-01-datasheet.pdf,
"WIRS-G28-N-STAN-01","28 AWG Brown Stranded Wire","Stranded Wire","28 AWG","Brown","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/WIRS-G28-N-STAN-01/WIRS-G28-N-STAN-01-datasheet.pdf,
"WIRS-G28-O-STAN-01","28 AWG Orange Stranded Wire","Stranded Wire","28 AWG","Orange","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/WIRS-G28-O-STAN-01/WIRS-G28-O-STAN-01-datasheet.pdf,
"WIRS-G28-R-STAN-01","28 AWG Red Stranded Wire","Stranded Wire","28 AWG","Red","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/WIRS-G28-R-STAN-01/WIRS-G28-R-STAN-01-datasheet.pdf,
"WIRS-G28-V-STAN-01","28 AWG Purple Stranded Wire","Stranded Wire","28 AWG","Purple","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/WIRS-G28-V-STAN-01/WIRS-G28-V-STAN-01-datasheet.pdf,
"WIRS-G28-W-STAN-01","28 AWG White Stranded Wire","Stranded Wire","28 AWG","White","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/WIRS-G28-W-STAN-01/WIRS-G28-W-STAN-01-datasheet.pdf,
"WIRS-G28-Y-STAN-01","28 AWG Yellow Stranded Wire","Stranded Wire","28 AWG","Yellow","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/WIRS-G28-Y-STAN-01/WIRS-G28-Y-STAN-01-datasheet.pdf,
"XTAL-0805-X-KZ327D-01","SMD (0805) 32.768 kHz Crystal","Crystal","SMD (0805)","","32.768 kHz","",306010020 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/XTAL-0805-X-KZ327D-01/XTAL-0805-X-KZ327D-01-datasheet.pdf,
"XTAL-11-X-MZ16-01","11 mm 16 MHz Crystal","Crystal","11 mm","","16 MHz","",306010037 306010014 ,Advanced Crystal Technology,16.0MHZ HC49/S 20 50,Fox Electronics,FOXSLF/160-20,Rapid Electronics,90-1082,RS Electronics,547-6294,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/XTAL-11-X-MZ16-01/XTAL-11-X-MZ16-01-datasheet.pdf,
"XTAL-11-X-MZ25-01","11 mm 25 MHz Crystal","Crystal","11 mm","","25 MHz","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/XTAL-11-X-MZ25-01/XTAL-11-X-MZ25-01-datasheet.pdf,
"XTAL-11-X-MZ8-01","11 mm 8 MHz Crystal","Crystal","11 mm","","8 MHz","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/XTAL-11-X-MZ8-01/XTAL-11-X-MZ8-01-datasheet.pdf,
"XTAL-3215-X-KZ327D-01","SMD (3215) 32.768 kHz Crystal","Crystal","SMD (3215)","","32.768 kHz","",306010055 ,,,,,SEEED,306010055,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/XTAL-3215-X-KZ327D-01/XTAL-3215-X-KZ327D-01-datasheet.pdf,
"XTAL-5032-X-MZ12-01","SMD (5032) 12 MHz Crystal","Crystal","SMD (5032)","","12 MHz","",306010047 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/XTAL-5032-X-MZ12-01/XTAL-5032-X-MZ12-01-datasheet.pdf,
"XTAL-5032-X-MZ16-01","SMD (5032) 16 MHz Crystal","Crystal","SMD (5032)","","16 MHz","",306010054 ,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/XTAL-5032-X-MZ16-01/XTAL-5032-X-MZ16-01-datasheet.pdf,
"XTAL-5032-X-MZ8-01","SMD (5032) 8 MHz Crystal","Crystal","SMD (5032)","","8 MHz","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts/XTAL-5032-X-MZ8-01/XTAL-5032-X-MZ8-01-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
"","","","","","","",,,,,,,,,,https://github.com/oomlout/oomlout-OOMP/raw/master/parts//-datasheet.pdf,
